"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 18, 2016","126.81","126.43","126.98","126.19","207.85K","0.35%"
"Oct 17, 2016","126.37","126.25","126.46","125.30","244.09K","-0.14%"
"Oct 14, 2016","126.55","127.19","127.22","126.03","276.46K","-0.71%"
"Oct 13, 2016","127.45","127.44","127.80","127.23","208.26K","0.23%"
"Oct 12, 2016","127.16","127.47","127.71","126.95","207.49K","-0.42%"
"Oct 11, 2016","127.70","127.43","127.95","127.41","206.62K","0.23%"
"Oct 10, 2016","127.41","127.93","127.95","127.14","130.37K","-0.45%"
"Oct 07, 2016","127.99","128.05","128.45","127.39","258.22K","-0.73%"
"Oct 06, 2016","128.93","129.64","129.90","128.54","261.67K","-0.47%"
"Oct 05, 2016","129.54","130.07","130.08","129.40","196.94K","-0.47%"
"Oct 04, 2016","130.15","130.46","130.70","129.80","194.96K","-0.21%"
"Oct 03, 2016","130.42","130.25","130.61","130.22","140.59K","0.13%"
"Sep 30, 2016","130.25","131.10","131.21","130.04","216.88K","-0.34%"
"Sep 29, 2016","130.70","130.90","130.95","130.36","145.47K","-1.15%"
"Sep 28, 2016","132.22","132.38","132.38","132.18","0.55K","-0.11%"
"Sep 27, 2016","132.36","132.12","132.60","132.12","0.14K","1.05%"
"Sep 26, 2016","130.98","130.79","131.03","130.64","-","-0.53%"
"Sep 23, 2016","131.68","131.75","131.75","131.75","0.52K","-0.03%"
"Sep 22, 2016","131.72","131.55","131.90","131.37","0.17K","0.61%"
"Sep 21, 2016","130.92","130.70","131.09","130.56","-","0.02%"
"Sep 20, 2016","130.89","130.34","130.90","130.34","0.33K","0.54%"
"Sep 19, 2016","130.19","129.97","130.25","129.97","-","-0.03%"
"Sep 16, 2016","130.23","130.26","130.28","130.25","0.23K","0.30%"
"Sep 15, 2016","129.84","129.50","129.50","129.50","13.63K","-0.06%"
"Sep 14, 2016","129.92","129.97","129.98","129.95","0.20K","0.03%"
"Sep 13, 2016","129.88","130.56","130.56","129.07","0.08K","-0.19%"
"Sep 12, 2016","130.13","129.74","130.18","129.74","1.31K","0.02%"
"Sep 09, 2016","130.11","130.64","130.64","130.09","0.73K","-0.89%"
"Sep 08, 2016","131.28","132.20","132.24","131.28","0.17K","-0.76%"
"Sep 07, 2016","132.29","132.48","132.53","132.24","1.34K","-0.02%"
"Sep 06, 2016","132.32","131.76","132.42","131.76","1.85K","0.33%"
"Sep 05, 2016","131.88","131.80","131.98","131.71","2.09K","0.28%"
"Sep 02, 2016","131.51","132.20","132.25","131.44","2.24K","-0.50%"
"Sep 01, 2016","132.17","132.50","132.50","131.78","7.01K","-0.36%"
"Aug 31, 2016","132.65","132.63","132.98","132.50","14.60K","0.02%"
"Aug 30, 2016","132.63","132.28","132.93","132.23","32.33K","-0.02%"
"Aug 26, 2016","132.66","132.19","132.70","132.06","194.28K","0.25%"
"Aug 25, 2016","132.33","132.35","132.50","132.05","292.65K","0.02%"
"Aug 24, 2016","132.31","132.50","132.63","132.21","208.58K","-0.17%"
"Aug 23, 2016","132.53","132.28","132.72","132.11","130.92K","0.19%"
"Aug 22, 2016","132.28","131.80","132.44","131.76","101.47K","0.36%"
"Aug 19, 2016","131.81","132.48","132.53","131.66","107.46K","-0.42%"
"Aug 18, 2016","132.36","132.61","132.76","132.18","100.70K","0.04%"
"Aug 17, 2016","132.31","132.22","132.54","131.80","160.18K","0.14%"
"Aug 16, 2016","132.13","132.74","132.83","132.04","142.68K","-0.33%"
"Aug 15, 2016","132.57","132.65","132.97","132.37","92.10K","-0.17%"
"Aug 12, 2016","132.80","132.45","132.91","132.17","115.09K","0.12%"
"Aug 11, 2016","132.64","132.75","132.88","132.39","120.06K","0.09%"
"Aug 10, 2016","132.52","132.50","132.86","132.27","165.13K","0.17%"
"Aug 09, 2016","132.29","131.97","132.33","131.64","153.40K","0.39%"
"Aug 08, 2016","131.77","131.03","131.89","130.98","146.59K","0.40%"
"Aug 05, 2016","131.25","131.35","131.60","131.04","183.81K","-0.17%"
"Aug 04, 2016","131.47","129.82","131.57","129.60","216.44K","1.33%"
"Aug 03, 2016","129.75","129.55","129.88","129.51","131.12K","0.09%"
"Aug 02, 2016","129.63","130.00","130.16","129.28","204.82K","-0.61%"
"Aug 01, 2016","130.43","130.88","130.92","130.36","120.63K","-0.40%"
"Jul 29, 2016","130.95","130.35","131.03","130.19","181.53K","0.20%"
"Jul 28, 2016","130.69","130.62","130.85","130.37","148.67K","0.18%"
"Jul 27, 2016","130.45","129.48","130.55","129.44","148.60K","0.80%"
"Jul 26, 2016","129.41","129.86","130.16","129.31","218.13K","-0.19%"
"Jul 25, 2016","129.66","129.67","129.71","129.31","112.82K","0.00%"
"Jul 22, 2016","129.66","129.45","129.86","129.29","127.57K","0.30%"
"Jul 21, 2016","129.27","129.20","129.46","128.84","129.33K","-0.09%"
"Jul 20, 2016","129.38","129.81","129.87","129.16","144.19K","-0.23%"
"Jul 19, 2016","129.68","129.87","130.08","129.53","120.29K","0.10%"
"Jul 18, 2016","129.55","129.61","129.80","129.42","90.60K","0.19%"
"Jul 15, 2016","129.31","129.86","129.91","129.27","110.28K","-0.33%"
"Jul 14, 2016","129.74","129.95","130.15","129.37","167.75K","-0.42%"
"Jul 13, 2016","130.29","129.69","130.38","129.63","133.13K","0.54%"
"Jul 12, 2016","129.59","129.88","130.10","129.33","168.68K","-0.45%"
"Jul 11, 2016","130.17","130.41","130.72","130.05","117.50K","-0.08%"
"Jul 08, 2016","130.28","130.03","130.53","129.55","128.01K","0.35%"
"Jul 07, 2016","129.83","130.08","130.17","129.54","153.93K","-0.12%"
"Jul 06, 2016","129.99","129.93","130.53","129.74","144.51K","0.12%"
"Jul 05, 2016","129.84","129.25","130.00","129.25","121.50K","0.51%"
"Jul 04, 2016","129.18","129.11","129.34","128.69","55.22K","0.28%"
"Jul 01, 2016","128.82","129.25","129.94","128.73","163.64K","0.26%"
"Jun 30, 2016","128.49","127.88","129.17","127.51","191.34K","0.31%"
"Jun 29, 2016","128.09","128.01","128.20","127.67","114.09K","2.42%"
"Jun 28, 2016","125.06","125.12","125.14","125.03","1.11K","-0.36%"
"Jun 27, 2016","125.51","125.02","125.58","125.02","0.15K","1.13%"
"Jun 24, 2016","124.11","124.35","124.35","124.35","0.04K","1.96%"
"Jun 23, 2016","121.72","121.64","121.64","121.64","0.17K","-0.30%"
"Jun 22, 2016","122.09","122.31","122.31","122.31","2.11K","-0.35%"
"Jun 21, 2016","122.52","122.70","122.79","122.51","0.47K","-0.26%"
"Jun 20, 2016","122.84","123.33","123.33","123.26","19.34K","-1.10%"
"Jun 17, 2016","124.20","124.13","124.49","123.90","-","0.05%"
"Jun 16, 2016","124.14","124.20","124.20","123.97","0.33K","0.12%"
"Jun 15, 2016","123.99","123.44","123.47","123.41","0.06K","0.11%"
"Jun 14, 2016","123.85","123.86","123.86","123.86","1.25K","0.57%"
"Jun 13, 2016","123.15","123.14","123.14","123.14","0.55K","0.11%"
"Jun 10, 2016","123.02","123.06","123.10","122.97","0.83K","0.11%"
"Jun 09, 2016","122.88","122.95","122.95","122.95","0.43K","0.06%"
"Jun 08, 2016","122.81","122.81","122.81","122.64","1.00K","0.07%"
"Jun 07, 2016","122.73","122.57","122.76","122.52","2.44K","0.13%"
"Jun 06, 2016","122.57","122.75","122.93","122.51","0.91K","-0.03%"
"Jun 03, 2016","122.61","122.11","122.82","121.99","1.65K","0.52%"
"Jun 02, 2016","121.97","121.79","122.06","121.55","3.87K","0.22%"
"Jun 01, 2016","121.70","121.27","121.91","121.24","6.61K","0.48%"
"May 31, 2016","121.12","120.83","121.24","120.64","9.61K","0.01%"
"May 27, 2016","121.11","121.42","121.45","121.07","28.92K","-0.12%"
"May 26, 2016","121.25","120.89","121.35","120.77","234.95K","0.24%"
"May 25, 2016","120.96","120.64","121.01","120.54","490.30K","0.17%"
"May 24, 2016","120.76","121.18","121.22","120.67","440.99K","-0.17%"
"May 23, 2016","120.97","121.20","121.35","120.87","193.87K","0.02%"
"May 20, 2016","120.94","121.20","121.21","120.77","146.51K","-0.20%"
"May 19, 2016","121.18","120.80","121.22","120.64","195.08K","0.05%"
"May 18, 2016","121.12","121.50","121.63","120.96","219.75K","-0.55%"
"May 17, 2016","121.79","121.36","121.82","121.21","165.29K","0.23%"
"May 16, 2016","121.51","121.73","121.89","121.41","103.07K","-0.16%"
"May 13, 2016","121.70","121.59","121.81","121.46","152.77K","0.23%"
"May 12, 2016","121.42","121.59","121.78","121.19","165.55K","-0.09%"
"May 11, 2016","121.53","121.50","121.68","121.36","154.98K","0.08%"
"May 10, 2016","121.43","121.22","121.48","121.09","157.31K","0.11%"
"May 09, 2016","121.30","121.19","121.38","121.04","165.15K","0.02%"
"May 06, 2016","121.28","120.97","121.37","120.94","171.07K","0.45%"
"May 05, 2016","120.74","120.26","120.97","120.18","180.35K","0.40%"
"May 04, 2016","120.26","120.11","120.47","120.01","165.24K","0.00%"
"May 03, 2016","120.26","119.55","120.38","119.52","168.18K","0.55%"
"Apr 29, 2016","119.60","119.80","119.87","119.35","190.58K","-0.03%"
"Apr 28, 2016","119.64","119.99","120.05","119.50","163.48K","0.21%"
"Apr 27, 2016","119.39","119.18","119.52","119.09","147.78K","0.28%"
"Apr 26, 2016","119.06","119.50","119.56","118.93","202.12K","-0.41%"
"Apr 25, 2016","119.55","119.51","119.76","119.26","124.24K","-0.01%"
"Apr 22, 2016","119.56","119.72","119.90","119.39","139.07K","-0.15%"
"Apr 21, 2016","119.74","120.29","120.32","119.54","197.27K","-0.87%"
"Apr 20, 2016","120.79","120.59","120.86","120.45","155.25K","0.41%"
"Apr 19, 2016","120.30","120.70","120.70","120.23","157.99K","-0.33%"
"Apr 18, 2016","120.70","121.24","121.43","120.58","139.33K","-0.42%"
"Apr 15, 2016","121.21","120.97","121.33","120.91","114.98K","0.26%"
"Apr 14, 2016","120.90","121.08","121.23","120.63","145.51K","-0.10%"
"Apr 13, 2016","121.02","120.84","121.18","120.73","169.72K","0.06%"
"Apr 12, 2016","120.95","121.19","121.20","120.75","159.42K","-0.36%"
"Apr 11, 2016","121.39","121.82","121.96","121.13","131.65K","-0.21%"
"Apr 08, 2016","121.64","121.96","122.00","121.56","116.84K","-0.32%"
"Apr 07, 2016","122.03","121.52","122.13","121.45","161.34K","0.44%"
"Apr 06, 2016","121.50","121.51","121.63","121.17","140.28K","-0.11%"
"Apr 05, 2016","121.63","121.26","121.86","121.26","176.00K","0.42%"
"Apr 04, 2016","121.12","121.29","121.37","120.84","128.31K","0.04%"
"Apr 01, 2016","121.07","121.05","121.33","120.80","193.10K","-0.12%"
"Mar 31, 2016","121.22","121.19","121.39","121.01","168.32K","0.30%"
"Mar 30, 2016","120.86","121.36","121.50","120.76","128.00K","-0.97%"
"Mar 29, 2016","122.04","121.90","122.07","121.90","0.47K","0.39%"
"Mar 24, 2016","121.57","121.60","121.60","121.60","0.58K","-0.06%"
"Mar 23, 2016","121.64","121.18","121.18","121.18","0.12K","0.05%"
"Mar 22, 2016","121.58","121.62","121.62","121.48","0.66K","0.16%"
"Mar 21, 2016","121.38","121.46","121.46","121.32","0.02K","-0.11%"
"Mar 18, 2016","121.51","121.69","121.73","121.52","0.03K","-0.04%"
"Mar 17, 2016","121.56","121.91","121.91","121.47","0.19K","0.47%"
"Mar 16, 2016","120.99","121.01","121.01","121.01","0.01K","0.13%"
"Mar 15, 2016","120.83","120.80","121.01","120.80","0.28K","0.15%"
"Mar 14, 2016","120.65","120.44","120.79","120.36","1.87K","0.22%"
"Mar 11, 2016","120.38","121.05","121.05","120.40","24.02K","-0.36%"
"Mar 10, 2016","120.81","121.58","121.58","120.75","1.54K","-0.50%"
"Mar 09, 2016","121.42","121.71","121.71","121.31","4.66K","-0.75%"
"Mar 08, 2016","122.34","121.67","122.42","121.67","1.52K","0.83%"
"Mar 07, 2016","121.33","121.41","121.43","121.19","0.88K","0.12%"
"Mar 04, 2016","121.18","121.62","121.78","121.15","1.82K","-0.32%"
"Mar 03, 2016","121.57","121.29","121.76","121.29","1.62K","0.10%"
"Mar 02, 2016","121.45","121.66","121.77","121.32","10.04K","-0.61%"
"Mar 01, 2016","122.19","122.77","122.79","121.78","8.49K","-0.46%"
"Feb 29, 2016","122.75","122.25","122.78","122.11","32.03K","0.58%"
"Feb 26, 2016","122.04","122.35","122.39","121.88","56.94K","-0.33%"
"Feb 25, 2016","122.44","122.15","122.58","121.85","201.73K","-0.14%"
"Feb 24, 2016","122.61","122.03","122.75","121.95","356.62K","0.63%"
"Feb 23, 2016","121.84","122.07","122.15","121.14","381.87K","-0.20%"
"Feb 22, 2016","122.09","121.65","122.16","121.55","177.86K","0.04%"
"Feb 19, 2016","122.04","122.05","122.29","121.71","166.26K","0.30%"
"Feb 18, 2016","121.68","121.52","121.73","121.06","147.26K","0.39%"
"Feb 17, 2016","121.21","121.80","121.91","121.07","201.91K","-0.45%"
"Feb 16, 2016","121.76","121.55","121.80","121.23","149.50K","0.01%"
"Feb 15, 2016","121.75","121.45","121.84","121.22","89.01K","-0.16%"
"Feb 12, 2016","121.95","122.14","122.50","121.66","213.26K","-0.95%"
"Feb 11, 2016","123.12","122.37","123.64","122.32","344.14K","1.11%"
"Feb 10, 2016","121.77","121.80","121.95","121.52","188.29K","-0.05%"
"Feb 09, 2016","121.83","121.72","122.11","121.44","244.91K","-0.07%"
"Feb 08, 2016","121.92","120.57","121.96","120.43","194.54K","1.30%"
"Feb 05, 2016","120.35","120.47","120.86","120.15","156.42K","0.00%"
"Feb 04, 2016","120.35","120.53","120.60","120.11","203.20K","-0.45%"
"Feb 03, 2016","120.89","120.58","121.14","120.19","212.98K","0.32%"
"Feb 02, 2016","120.50","119.94","120.67","119.89","185.68K","0.62%"
"Feb 01, 2016","119.76","120.52","120.55","119.71","181.86K","-0.47%"
"Jan 29, 2016","120.32","119.81","120.47","119.75","238.14K","0.73%"
"Jan 28, 2016","119.45","119.45","119.76","119.10","204.23K","0.21%"
"Jan 27, 2016","119.20","119.45","119.50","119.02","165.14K","-0.06%"
"Jan 26, 2016","119.27","119.68","119.88","119.13","195.44K","-0.07%"
"Jan 25, 2016","119.35","119.15","119.45","119.11","140.36K","0.24%"
"Jan 22, 2016","119.07","119.45","119.45","118.79","186.83K","-0.34%"
"Jan 21, 2016","119.48","119.78","120.00","119.35","206.44K","-0.42%"
"Jan 20, 2016","119.98","119.70","120.14","119.61","218.99K","0.66%"
"Jan 19, 2016","119.19","119.08","119.37","118.69","181.79K","-0.10%"
"Jan 18, 2016","119.31","119.54","119.54","119.18","103.00K","-0.28%"
"Jan 15, 2016","119.64","119.04","119.90","118.94","187.48K","0.62%"
"Jan 14, 2016","118.90","118.83","119.35","118.75","183.66K","0.13%"
"Jan 13, 2016","118.75","118.56","118.85","118.50","146.95K","0.07%"
"Jan 12, 2016","118.67","118.30","118.86","118.14","175.35K","0.10%"
"Jan 11, 2016","118.55","118.58","118.64","118.23","135.47K","-0.03%"
"Jan 08, 2016","118.59","118.30","118.78","118.06","155.63K","0.33%"
"Jan 07, 2016","118.20","118.56","118.91","118.01","208.20K","-0.08%"
"Jan 06, 2016","118.29","117.70","118.34","117.66","169.41K","0.70%"
"Jan 05, 2016","117.47","117.25","117.61","117.22","151.52K","0.03%"
"Jan 04, 2016","117.44","117.04","117.58","117.04","129.12K","0.57%"
"Dec 31, 2015","116.77","116.49","117.02","116.46","33.56K","0.28%"
"Dec 30, 2015","116.44","117.02","117.06","116.35","94.42K","-1.46%"
"Dec 29, 2015","118.17","118.60","118.60","118.03","0.10K","0.92%"
"Dec 28, 2015","117.10","117.10","117.10","117.10","-","0.00%"
"Dec 27, 2015","117.10","117.10","117.10","117.10","-","0.00%"
"Dec 24, 2015","117.10","116.93","117.14","116.88","-","-0.58%"
"Dec 23, 2015","117.78","118.26","118.26","117.73","0.16K","-0.44%"
"Dec 22, 2015","118.30","118.69","118.71","118.37","0.44K","-0.46%"
"Dec 21, 2015","118.85","118.77","118.77","118.77","17.53K","0.14%"
"Dec 18, 2015","118.68","118.94","118.94","118.90","0.05K","0.10%"
"Dec 17, 2015","118.56","118.22","118.52","118.22","1.16K","0.76%"
"Dec 16, 2015","117.67","117.77","117.84","117.77","1.51K","0.03%"
"Dec 15, 2015","117.63","118.26","118.26","117.97","0.09K","-0.95%"
"Dec 14, 2015","118.76","118.61","118.92","118.61","0.40K","-0.09%"
"Dec 11, 2015","118.87","118.31","118.31","118.31","1.26K","0.39%"
"Dec 10, 2015","118.41","118.50","118.68","118.50","0.20K","0.21%"
"Dec 09, 2015","118.16","118.69","118.69","118.13","0.46K","-0.49%"
"Dec 08, 2015","118.74","118.83","118.83","118.55","1.03K","0.02%"
"Dec 07, 2015","118.72","117.85","118.73","117.85","2.03K","0.88%"
"Dec 04, 2015","117.69","118.12","118.21","117.39","4.10K","-0.47%"
"Dec 03, 2015","118.25","119.32","119.32","118.05","3.32K","-0.95%"
"Dec 02, 2015","119.39","119.23","119.61","119.13","4.14K","0.13%"
"Dec 01, 2015","119.23","118.43","119.29","118.35","7.05K","0.51%"
"Nov 30, 2015","118.63","118.71","118.85","118.51","19.95K","-0.12%"
"Nov 27, 2015","118.77","118.51","118.86","118.47","18.44K","0.19%"
"Nov 26, 2015","118.55","118.10","118.56","118.10","91.80K","0.41%"
"Nov 25, 2015","118.07","118.23","118.34","117.97","244.11K","-0.19%"
"Nov 24, 2015","118.29","118.20","118.55","118.14","289.04K","0.19%"
"Nov 23, 2015","118.06","117.90","118.15","117.69","181.31K","-0.09%"
"Nov 20, 2015","118.17","117.95","118.24","117.85","109.34K","0.16%"
"Nov 19, 2015","117.98","117.72","118.08","117.71","125.19K","0.34%"
"Nov 18, 2015","117.58","117.51","117.76","117.37","168.74K","0.37%"
"Nov 17, 2015","117.15","117.55","117.56","117.01","122.87K","-0.31%"
"Nov 16, 2015","117.51","117.43","117.58","117.15","118.20K","0.30%"
"Nov 13, 2015","117.16","116.87","117.29","116.86","115.96K","0.27%"
"Nov 12, 2015","116.85","116.43","116.93","116.41","158.05K","0.23%"
"Nov 11, 2015","116.58","116.63","116.75","116.45","80.64K","-0.11%"
"Nov 10, 2015","116.71","116.58","116.87","116.45","134.91K","0.24%"
"Nov 09, 2015","116.43","116.65","116.68","116.17","147.68K","-0.15%"
"Nov 06, 2015","116.60","117.38","117.64","116.48","187.31K","-0.55%"
"Nov 05, 2015","117.24","116.96","117.45","116.88","178.67K","0.18%"
"Nov 04, 2015","117.03","117.18","117.33","116.91","157.39K","-0.24%"
"Nov 03, 2015","117.31","117.63","117.74","117.09","125.56K","-0.12%"
"Nov 02, 2015","117.45","117.72","117.74","117.36","132.47K","-0.25%"
"Oct 30, 2015","117.75","117.80","117.99","117.54","168.59K","0.00%"
"Oct 29, 2015","117.75","118.50","118.67","117.68","204.06K","-1.01%"
"Oct 28, 2015","118.95","119.27","119.28","118.73","105.31K","-0.33%"
"Oct 27, 2015","119.34","118.76","119.37","118.67","178.95K","0.56%"
"Oct 26, 2015","118.68","118.49","118.76","118.22","100.36K","0.25%"
"Oct 23, 2015","118.38","119.05","119.05","118.26","139.57K","-0.47%"
"Oct 22, 2015","118.94","118.84","119.11","118.60","141.54K","0.00%"
"Oct 21, 2015","118.94","118.48","119.03","118.43","115.58K","0.49%"
"Oct 20, 2015","118.36","118.84","118.87","118.19","228.02K","-0.24%"
"Oct 19, 2015","118.65","118.77","118.92","118.54","131.71K","-0.25%"
"Oct 16, 2015","118.95","119.10","119.21","118.84","105.88K","-0.13%"
"Oct 15, 2015","119.10","119.19","119.41","118.91","141.82K","-0.09%"
"Oct 14, 2015","119.21","118.80","119.30","118.75","147.12K","0.63%"
"Oct 13, 2015","118.46","118.65","118.96","118.40","135.94K","-0.10%"
"Oct 12, 2015","118.58","118.28","118.67","118.18","53.25K","0.28%"
"Oct 09, 2015","118.25","118.40","118.66","118.12","130.58K","-0.35%"
"Oct 08, 2015","118.67","118.74","119.01","118.55","122.97K","0.14%"
"Oct 07, 2015","118.51","118.62","118.68","118.25","142.40K","-0.24%"
"Oct 06, 2015","118.80","118.92","118.99","118.45","180.03K","-0.10%"
"Oct 05, 2015","118.92","119.57","119.64","118.87","134.77K","-0.68%"
"Oct 02, 2015","119.73","119.11","120.27","118.85","186.99K","0.41%"
"Oct 01, 2015","119.24","119.00","119.44","118.89","155.96K","0.15%"
"Sep 30, 2015","119.06","119.07","119.23","118.71","184.55K","-0.10%"
"Sep 29, 2015","119.18","119.20","119.37","118.83","179.47K","-0.45%"
"Sep 28, 2015","119.72","119.60","119.63","119.59","0.18K","0.43%"
"Sep 25, 2015","119.21","119.54","119.54","119.22","0.31K","-0.84%"
"Sep 24, 2015","120.22","119.72","120.20","119.72","0.04K","0.56%"
"Sep 23, 2015","119.55","119.70","119.75","119.53","0.63K","-0.22%"
"Sep 22, 2015","119.81","119.21","119.21","119.21","0.12K","0.89%"
"Sep 21, 2015","118.75","119.12","119.12","118.93","0.65K","-0.34%"
"Sep 18, 2015","119.16","119.21","119.27","119.21","2.37K","0.91%"
"Sep 17, 2015","118.09","118.09","118.09","118.04","16.80K","-0.07%"
"Sep 16, 2015","118.17","118.23","118.23","118.18","0.00K","-0.27%"
"Sep 15, 2015","118.49","118.91","118.99","118.70","0.16K","-0.47%"
"Sep 14, 2015","119.05","119.12","119.19","119.05","0.50K","-0.22%"
"Sep 11, 2015","119.31","118.82","119.05","118.82","0.05K","0.34%"
"Sep 10, 2015","118.91","119.18","119.18","118.78","0.97K","0.10%"
"Sep 09, 2015","118.79","118.82","118.93","118.68","0.77K","-0.21%"
"Sep 08, 2015","119.04","119.44","119.44","119.00","0.46K","-0.26%"
"Sep 07, 2015","119.35","119.13","119.36","119.08","4.03K","0.14%"
"Sep 04, 2015","119.18","118.77","119.36","118.76","2.71K","0.63%"
"Sep 03, 2015","118.43","118.19","118.58","118.19","9.68K","0.22%"
"Sep 02, 2015","118.17","118.26","118.65","118.01","3.79K","-0.05%"
"Sep 01, 2015","118.23","118.00","118.47","117.72","12.76K","0.14%"
"Aug 28, 2015","118.06","118.14","118.61","117.82","10.38K","0.19%"
"Aug 27, 2015","117.84","117.62","118.09","117.53","38.95K","-0.21%"
"Aug 26, 2015","118.09","118.56","118.98","117.87","249.65K","-0.33%"
"Aug 25, 2015","118.48","119.16","119.38","118.29","341.74K","-0.81%"
"Aug 24, 2015","119.45","119.71","120.21","119.08","322.56K","0.25%"
"Aug 21, 2015","119.15","118.83","119.43","118.68","146.64K","0.48%"
"Aug 20, 2015","118.58","118.25","118.72","118.14","199.20K","0.76%"
"Aug 19, 2015","117.69","117.46","117.93","117.24","114.23K","0.16%"
"Aug 18, 2015","117.50","118.11","118.24","117.35","122.25K","-0.37%"
"Aug 17, 2015","117.94","117.52","118.06","117.44","86.28K","0.39%"
"Aug 14, 2015","117.48","117.67","117.85","117.17","100.16K","-0.28%"
"Aug 13, 2015","117.81","117.95","117.95","117.38","127.71K","-0.43%"
"Aug 12, 2015","118.32","118.47","118.73","117.86","165.68K","0.32%"
"Aug 11, 2015","117.94","117.31","118.05","117.20","144.67K","0.82%"
"Aug 10, 2015","116.98","117.55","117.71","116.91","96.00K","-0.52%"
"Aug 07, 2015","117.59","116.89","117.79","116.72","127.92K","0.55%"
"Aug 06, 2015","116.95","116.71","117.04","116.34","132.37K","0.35%"
"Aug 05, 2015","116.54","116.99","117.14","116.24","167.36K","-0.74%"
"Aug 04, 2015","117.41","117.49","117.75","117.26","139.75K","0.07%"
"Aug 03, 2015","117.33","117.14","117.57","116.90","100.10K","0.03%"
"Jul 31, 2015","117.30","116.48","117.37","116.30","160.89K","0.74%"
"Jul 30, 2015","116.44","116.29","116.63","116.11","117.34K","0.00%"
"Jul 29, 2015","116.44","116.56","116.86","116.33","107.82K","-0.22%"
"Jul 28, 2015","116.70","116.62","116.79","116.25","118.92K","-0.15%"
"Jul 27, 2015","116.88","116.79","117.11","116.74","105.17K","0.12%"
"Jul 24, 2015","116.74","116.35","116.84","116.33","162.92K","0.67%"
"Jul 23, 2015","115.96","115.86","116.24","115.77","111.83K","0.09%"
"Jul 22, 2015","115.86","115.51","115.99","115.37","129.67K","0.43%"
"Jul 21, 2015","115.36","115.59","115.70","115.04","168.06K","-0.09%"
"Jul 20, 2015","115.46","115.33","115.88","115.17","106.01K","0.07%"
"Jul 17, 2015","115.38","115.46","115.67","115.18","94.28K","-0.03%"
"Jul 16, 2015","115.41","115.08","115.48","114.68","130.45K","0.47%"
"Jul 15, 2015","114.87","114.67","115.23","114.67","144.14K","-0.04%"
"Jul 14, 2015","114.92","115.25","115.37","114.56","131.24K","-0.11%"
"Jul 13, 2015","115.05","114.87","115.19","114.56","138.15K","-0.29%"
"Jul 10, 2015","115.39","115.93","115.96","115.20","172.24K","-0.94%"
"Jul 09, 2015","116.48","117.02","117.16","116.32","128.91K","-0.45%"
"Jul 08, 2015","117.01","117.88","118.15","116.82","177.59K","-0.67%"
"Jul 07, 2015","117.80","116.07","117.85","116.00","239.55K","1.63%"
"Jul 06, 2015","115.91","116.46","116.59","115.82","119.80K","-0.11%"
"Jul 03, 2015","116.04","115.43","116.18","115.33","71.42K","0.67%"
"Jul 02, 2015","115.27","114.76","115.47","114.41","174.59K","0.12%"
"Jul 01, 2015","115.13","115.68","115.75","114.67","144.13K","-0.52%"
"Jun 30, 2015","115.73","115.82","116.00","115.37","183.82K","0.31%"
"Jun 29, 2015","115.37","115.61","115.86","114.84","145.32K","-0.33%"
"Jun 26, 2015","115.75","115.73","115.73","115.73","0.68K","0.94%"
"Jun 25, 2015","114.68","114.89","115.19","114.54","-","-0.82%"
"Jun 24, 2015","115.62","115.56","115.59","115.54","1.71K","-0.18%"
"Jun 23, 2015","115.83","115.83","115.99","115.83","13.38K","0.66%"
"Jun 22, 2015","115.07","115.39","115.82","115.00","-","-1.52%"
"Jun 19, 2015","116.85","116.90","116.90","116.84","1.68K","0.27%"
"Jun 18, 2015","116.53","116.78","116.78","116.40","0.82K","1.00%"
"Jun 17, 2015","115.38","116.17","116.33","115.33","-","-1.27%"
"Jun 16, 2015","116.86","116.70","116.71","116.65","0.86K","0.20%"
"Jun 15, 2015","116.63","116.91","117.16","116.90","1.15K","-0.46%"
"Jun 12, 2015","117.17","116.19","117.04","116.32","1.29K","0.84%"
"Jun 11, 2015","116.19","115.54","116.46","115.54","0.33K","0.62%"
"Jun 10, 2015","115.47","115.63","115.63","115.52","0.17K","-0.35%"
"Jun 09, 2015","115.87","116.59","116.59","116.59","0.07K","-0.48%"
"Jun 08, 2015","116.43","116.39","116.39","116.25","0.59K","0.28%"
"Jun 05, 2015","116.11","116.51","116.51","115.80","3.23K","-0.51%"
"Jun 04, 2015","116.71","115.78","116.61","115.19","4.66K","0.48%"
"Jun 03, 2015","116.15","117.11","117.18","115.98","10.50K","-0.98%"
"Jun 02, 2015","117.30","118.17","118.17","116.95","21.88K","-0.79%"
"Jun 01, 2015","118.24","118.52","118.61","118.07","5.16K","-0.36%"
"May 29, 2015","118.67","118.58","118.76","118.43","8.28K","0.29%"
"May 28, 2015","118.33","118.13","118.55","117.93","61.49K","0.42%"
"May 27, 2015","117.84","117.86","118.12","117.65","283.45K","-0.08%"
"May 26, 2015","117.94","117.60","118.15","117.49","297.11K","0.42%"
"May 22, 2015","117.45","117.20","117.68","117.06","221.47K","0.41%"
"May 21, 2015","116.97","117.07","117.22","116.62","170.14K","0.06%"
"May 20, 2015","116.90","117.15","117.37","116.65","122.19K","-0.11%"
"May 19, 2015","117.03","117.30","117.97","116.63","191.53K","-0.08%"
"May 18, 2015","117.12","117.98","118.00","116.99","123.86K","-0.39%"
"May 15, 2015","117.58","117.26","118.02","116.93","143.24K","0.75%"
